,YEAR,STATE,COMMODITY,YIELD
235,2007,INDIANA,CORN,154.0
236,2008,INDIANA,CORN,160.0
237,2009,INDIANA,CORN,171.0
238,2010,INDIANA,CORN,157.0
239,2011,INDIANA,CORN,146.0
240,2012,INDIANA,CORN,99.0
241,2013,INDIANA,CORN,177.0
242,2014,INDIANA,CORN,188.0
243,2015,INDIANA,CORN,150.0
244,2016,INDIANA,CORN,173.0
245,2017,INDIANA,CORN,180.0
246,2018,INDIANA,CORN,189.0
247,2019,INDIANA,CORN,169.0
248,2020,INDIANA,CORN,187.0
249,2021,INDIANA,CORN,195.0
250,2022,INDIANA,CORN,189.0
251,2000,IOWA,CORN,144.0
252,2001,IOWA,CORN,146.0
253,2002,IOWA,CORN,163.0
254,2003,IOWA,CORN,157.0
255,2004,IOWA,CORN,181.0
256,2005,IOWA,CORN,173.0
257,2006,IOWA,CORN,166.0
258,2007,IOWA,CORN,171.0
259,2008,IOWA,CORN,171.0
260,2009,IOWA,CORN,181.0
261,2010,IOWA,CORN,165.0
262,2011,IOWA,CORN,172.0
263,2012,IOWA,CORN,137.0
264,2013,IOWA,CORN,164.0
265,2014,IOWA,CORN,178.0
266,2015,IOWA,CORN,192.0
267,2016,IOWA,CORN,203.0
268,2017,IOWA,CORN,202.0
269,2018,IOWA,CORN,196.0
270,2019,IOWA,CORN,198.0
271,2020,IOWA,CORN,177.0
272,2021,IOWA,CORN,205.0
273,2022,IOWA,CORN,205.0
274,2000,KANSAS,CORN,130.0
275,2001,KANSAS,CORN,127.0
276,2002,KANSAS,CORN,116.0
277,2003,KANSAS,CORN,120.0
278,2004,KANSAS,CORN,150.0
279,2005,KANSAS,CORN,135.0
280,2006,KANSAS,CORN,115.0
281,2007,KANSAS,CORN,138.0
282,2008,KANSAS,CORN,133.0
283,2009,KANSAS,CORN,155.0
284,2010,KANSAS,CORN,124.0
285,2011,KANSAS,CORN,107.0
286,2012,KANSAS,CORN,95.0
287,2013,KANSAS,CORN,126.0
288,2014,KANSAS,CORN,149.0
289,2015,KANSAS,CORN,148.0
290,2016,KANSAS,CORN,142.0
291,2017,KANSAS,CORN,132.0
292,2018,KANSAS,CORN,129.0
293,2019,KANSAS,CORN,133.0
294,2020,KANSAS,CORN,134.0
295,2021,KANSAS,CORN,139.0
296,2022,KANSAS,CORN,123.0
297,2000,KENTUCKY,CORN,130.0
298,2001,KENTUCKY,CORN,142.0
299,2002,KENTUCKY,CORN,104.0
300,2003,KENTUCKY,CORN,137.0
301,2004,KENTUCKY,CORN,152.0
302,2005,KENTUCKY,CORN,132.0
303,2006,KENTUCKY,CORN,146.0
304,2007,KENTUCKY,CORN,128.0
305,2008,KENTUCKY,CORN,136.0
306,2009,KENTUCKY,CORN,165.0
307,2010,KENTUCKY,CORN,124.0
308,2011,KENTUCKY,CORN,139.0
309,2012,KENTUCKY,CORN,68.0
310,2013,KENTUCKY,CORN,170.0
311,2014,KENTUCKY,CORN,158.0
312,2015,KENTUCKY,CORN,172.0
313,2016,KENTUCKY,CORN,159.0
314,2017,KENTUCKY,CORN,178.0
315,2018,KENTUCKY,CORN,175.0
316,2019,KENTUCKY,CORN,169.0
317,2020,KENTUCKY,CORN,184.0
318,2021,KENTUCKY,CORN,192.0
319,2022,KENTUCKY,CORN,147.0
320,2000,LOUISIANA,CORN,116.0
321,2001,LOUISIANA,CORN,148.0
322,2002,LOUISIANA,CORN,121.0
323,2003,LOUISIANA,CORN,134.0
324,2004,LOUISIANA,CORN,135.0
325,2005,LOUISIANA,CORN,136.0
326,2006,LOUISIANA,CORN,140.0
327,2007,LOUISIANA,CORN,163.0
328,2008,LOUISIANA,CORN,144.0
329,2009,LOUISIANA,CORN,132.0
330,2010,LOUISIANA,CORN,140.0
331,2011,LOUISIANA,CORN,135.0
332,2012,LOUISIANA,CORN,173.0
333,2013,LOUISIANA,CORN,173.0
334,2014,LOUISIANA,CORN,183.0
335,2015,LOUISIANA,CORN,171.0
336,2016,LOUISIANA,CORN,165.0
337,2017,LOUISIANA,CORN,184.0
338,2018,LOUISIANA,CORN,173.0
339,2019,LOUISIANA,CORN,165.0
340,2020,LOUISIANA,CORN,181.0
341,2021,LOUISIANA,CORN,183.0
342,2022,LOUISIANA,CORN,175.0
343,2000,MARYLAND,CORN,155.0
344,2001,MARYLAND,CORN,136.0
345,2002,MARYLAND,CORN,74.0
346,2003,MARYLAND,CORN,123.0
347,2004,MARYLAND,CORN,153.0
348,2005,MARYLAND,CORN,135.0
349,2006,MARYLAND,CORN,140.0
350,2007,MARYLAND,CORN,101.0
351,2008,MARYLAND,CORN,121.0
352,2009,MARYLAND,CORN,145.0
353,2010,MARYLAND,CORN,106.0
354,2011,MARYLAND,CORN,109.0
355,2012,MARYLAND,CORN,122.0
356,2013,MARYLAND,CORN,158.0
357,2014,MARYLAND,CORN,175.0
358,2015,MARYLAND,CORN,164.0
359,2016,MARYLAND,CORN,152.0
360,2017,MARYLAND,CORN,172.0
361,2018,MARYLAND,CORN,146.0
362,2019,MARYLAND,CORN,161.0
363,2020,MARYLAND,CORN,155.0
364,2021,MARYLAND,CORN,175.0
365,2022,MARYLAND,CORN,172.0
366,2000,MICHIGAN,CORN,124.0
367,2001,MICHIGAN,CORN,105.0
368,2002,MICHIGAN,CORN,117.0
369,2003,MICHIGAN,CORN,128.0
370,2004,MICHIGAN,CORN,134.0
371,2005,MICHIGAN,CORN,143.0
372,2006,MICHIGAN,CORN,147.0
373,2007,MICHIGAN,CORN,123.0
374,2008,MICHIGAN,CORN,138.0
375,2009,MICHIGAN,CORN,148.0
376,2010,MICHIGAN,CORN,149.0
377,2011,MICHIGAN,CORN,153.0
378,2012,MICHIGAN,CORN,132.0
379,2013,MICHIGAN,CORN,155.0
380,2014,MICHIGAN,CORN,161.0
381,2015,MICHIGAN,CORN,162.0
382,2016,MICHIGAN,CORN,157.0
383,2017,MICHIGAN,CORN,159.0
384,2018,MICHIGAN,CORN,153.0
385,2019,MICHIGAN,CORN,147.0
386,2020,MICHIGAN,CORN,153.0
387,2021,MICHIGAN,CORN,174.0
388,2022,MICHIGAN,CORN,170.0
389,2000,MINNESOTA,CORN,145.0
390,2001,MINNESOTA,CORN,130.0
391,2002,MINNESOTA,CORN,157.0
392,2003,MINNESOTA,CORN,146.0
393,2004,MINNESOTA,CORN,159.0
394,2005,MINNESOTA,CORN,174.0
395,2006,MINNESOTA,CORN,161.0
396,2007,MINNESOTA,CORN,146.0
397,2008,MINNESOTA,CORN,162.0
398,2009,MINNESOTA,CORN,174.0
399,2010,MINNESOTA,CORN,177.0
400,2011,MINNESOTA,CORN,155.0
401,2012,MINNESOTA,CORN,165.0
402,2013,MINNESOTA,CORN,159.0
403,2014,MINNESOTA,CORN,156.0
404,2015,MINNESOTA,CORN,188.0
405,2016,MINNESOTA,CORN,193.0
406,2017,MINNESOTA,CORN,194.0
407,2018,MINNESOTA,CORN,182.0
408,2019,MINNESOTA,CORN,173.0
409,2020,MINNESOTA,CORN,191.0
410,2021,MINNESOTA,CORN,178.0
411,2022,MINNESOTA,CORN,193.0
412,2000,MISSISSIPPI,CORN,100.0
413,2001,MISSISSIPPI,CORN,130.0
414,2002,MISSISSIPPI,CORN,120.0
415,2003,MISSISSIPPI,CORN,133.0
416,2004,MISSISSIPPI,CORN,133.0
417,2005,MISSISSIPPI,CORN,126.0
418,2006,MISSISSIPPI,CORN,107.0
419,2007,MISSISSIPPI,CORN,148.0
420,2008,MISSISSIPPI,CORN,140.0
421,2009,MISSISSIPPI,CORN,128.0
422,2010,MISSISSIPPI,CORN,136.0
423,2011,MISSISSIPPI,CORN,128.0
424,2012,MISSISSIPPI,CORN,165.0
425,2013,MISSISSIPPI,CORN,176.0
426,2014,MISSISSIPPI,CORN,185.0
427,2015,MISSISSIPPI,CORN,175.0
428,2016,MISSISSIPPI,CORN,166.0
429,2017,MISSISSIPPI,CORN,189.0
430,2018,MISSISSIPPI,CORN,185.0
431,2019,MISSISSIPPI,CORN,174.0
432,2020,MISSISSIPPI,CORN,180.0
433,2021,MISSISSIPPI,CORN,181.0
434,2022,MISSISSIPPI,CORN,178.0
435,2000,MISSOURI,CORN,143.0
436,2001,MISSOURI,CORN,133.0
437,2002,MISSOURI,CORN,105.0
438,2003,MISSOURI,CORN,108.0
439,2004,MISSOURI,CORN,162.0
440,2005,MISSOURI,CORN,111.0
441,2006,MISSOURI,CORN,138.0
442,2007,MISSOURI,CORN,140.0
443,2008,MISSOURI,CORN,144.0
444,2009,MISSOURI,CORN,153.0
445,2010,MISSOURI,CORN,123.0
446,2011,MISSOURI,CORN,114.0
447,2012,MISSOURI,CORN,75.0
448,2013,MISSOURI,CORN,136.0
449,2014,MISSOURI,CORN,186.0
450,2015,MISSOURI,CORN,142.0
451,2016,MISSOURI,CORN,163.0
452,2017,MISSOURI,CORN,170.0
453,2018,MISSOURI,CORN,140.0
454,2019,MISSOURI,CORN,155.0
455,2020,MISSOURI,CORN,171.0
456,2021,MISSOURI,CORN,160.0
457,2022,MISSOURI,CORN,153.0
458,2000,MONTANA,CORN,140.0
459,2001,MONTANA,CORN,148.0
460,2002,MONTANA,CORN,140.0
461,2003,MONTANA,CORN,140.0
462,2004,MONTANA,CORN,143.0
463,2005,MONTANA,CORN,148.0
464,2006,MONTANA,CORN,146.0
465,2007,MONTANA,CORN,140.0
466,2008,MONTANA,CORN,122.0
467,2009,MONTANA,CORN,152.0
468,2010,MONTANA,CORN,135.0
469,2011,MONTANA,CORN,127.0
470,2012,MONTANA,CORN,104.0
471,2013,MONTANA,CORN,115.0
472,2014,MONTANA,CORN,100.0
473,2015,MONTANA,CORN,110.0
474,2016,MONTANA,CORN,100.0
475,2017,MONTANA,CORN,70.0
476,2018,MONTANA,CORN,85.0
477,2019,MONTANA,CORN,95.0
478,2020,MONTANA,CORN,109.0
479,2021,MONTANA,CORN,100.0
480,2000,NEBRASKA,CORN,126.0
481,2001,NEBRASKA,CORN,147.0
482,2002,NEBRASKA,CORN,128.0
483,2003,NEBRASKA,CORN,146.0
484,2004,NEBRASKA,CORN,166.0
485,2005,NEBRASKA,CORN,154.0
486,2006,NEBRASKA,CORN,152.0
487,2007,NEBRASKA,CORN,160.0
488,2008,NEBRASKA,CORN,163.0
489,2009,NEBRASKA,CORN,179.0
490,2010,NEBRASKA,CORN,166.0
491,2011,NEBRASKA,CORN,160.0
492,2012,NEBRASKA,CORN,142.0
493,2013,NEBRASKA,CORN,169.0
494,2014,NEBRASKA,CORN,179.0
495,2015,NEBRASKA,CORN,185.0
496,2016,NEBRASKA,CORN,178.0
497,2017,NEBRASKA,CORN,181.0
498,2018,NEBRASKA,CORN,192.0
499,2019,NEBRASKA,CORN,182.0
500,2020,NEBRASKA,CORN,180.0
501,2021,NEBRASKA,CORN,194.0
502,2022,NEBRASKA,CORN,181.0
503,2000,NEW JERSEY,CORN,134.0
504,2001,NEW JERSEY,CORN,112.0
505,2002,NEW JERSEY,CORN,61.0
506,2003,NEW JERSEY,CORN,113.0
507,2004,NEW JERSEY,CORN,143.0
508,2005,NEW JERSEY,CORN,122.0
509,2006,NEW JERSEY,CORN,129.0
510,2007,NEW JERSEY,CORN,124.0
511,2008,NEW JERSEY,CORN,116.0
512,2009,NEW JERSEY,CORN,143.0
513,2010,NEW JERSEY,CORN,114.0
514,2011,NEW JERSEY,CORN,123.0
515,2012,NEW JERSEY,CORN,118.0
516,2013,NEW JERSEY,CORN,139.0
517,2014,NEW JERSEY,CORN,157.0
518,2015,NEW JERSEY,CORN,147.0
519,2016,NEW JERSEY,CORN,145.0
520,2017,NEW JERSEY,CORN,167.0
521,2018,NEW JERSEY,CORN,141.0
522,2019,NEW JERSEY,CORN,155.0
523,2020,NEW JERSEY,CORN,156.0
524,2021,NEW JERSEY,CORN,163.0
525,2000,NEW MEXICO,CORN,160.0
526,2001,NEW MEXICO,CORN,180.0
527,2002,NEW MEXICO,CORN,175.0
528,2003,NEW MEXICO,CORN,180.0
529,2004,NEW MEXICO,CORN,180.0
530,2005,NEW MEXICO,CORN,175.0
531,2006,NEW MEXICO,CORN,185.0
532,2007,NEW MEXICO,CORN,180.0
533,2008,NEW MEXICO,CORN,185.0
534,2009,NEW MEXICO,CORN,190.0
535,2010,NEW MEXICO,CORN,180.0
536,2011,NEW MEXICO,CORN,180.0
537,2012,NEW MEXICO,CORN,170.0
538,2013,NEW MEXICO,CORN,190.0
539,2014,NEW MEXICO,CORN,195.0
540,2015,NEW MEXICO,CORN,180.0
541,2016,NEW MEXICO,CORN,150.0
542,2017,NEW MEXICO,CORN,134.0
543,2018,NEW MEXICO,CORN,187.0
544,2019,NEW MEXICO,CORN,135.0
545,2020,NEW MEXICO,CORN,195.0
546,2021,NEW MEXICO,CORN,184.0
547,2000,NEW YORK,CORN,98.0
548,2001,NEW YORK,CORN,105.0
549,2002,NEW YORK,CORN,97.0
550,2003,NEW YORK,CORN,121.0
551,2004,NEW YORK,CORN,122.0
552,2005,NEW YORK,CORN,124.0
553,2006,NEW YORK,CORN,129.0
554,2007,NEW YORK,CORN,128.0
555,2008,NEW YORK,CORN,144.0
556,2009,NEW YORK,CORN,134.0
557,2010,NEW YORK,CORN,149.0
558,2011,NEW YORK,CORN,133.0
559,2012,NEW YORK,CORN,134.0
560,2013,NEW YORK,CORN,137.0
561,2014,NEW YORK,CORN,148.0
562,2015,NEW YORK,CORN,143.0
563,2016,NEW YORK,CORN,129.0
564,2017,NEW YORK,CORN,161.0
565,2018,NEW YORK,CORN,159.0
566,2019,NEW YORK,CORN,158.0
567,2020,NEW YORK,CORN,157.0
568,2021,NEW YORK,CORN,167.0
569,2022,NEW YORK,CORN,150.0
570,2000,NORTH CAROLINA,CORN,116.0
571,2001,NORTH CAROLINA,CORN,125.0
572,2002,NORTH CAROLINA,CORN,83.0
573,2003,NORTH CAROLINA,CORN,106.0
574,2004,NORTH CAROLINA,CORN,117.0
575,2005,NORTH CAROLINA,CORN,120.0
576,2006,NORTH CAROLINA,CORN,132.0
577,2007,NORTH CAROLINA,CORN,100.0
578,2008,NORTH CAROLINA,CORN,78.0
579,2009,NORTH CAROLINA,CORN,117.0
580,2010,NORTH CAROLINA,CORN,91.0
581,2011,NORTH CAROLINA,CORN,84.0
582,2012,NORTH CAROLINA,CORN,117.0
583,2013,NORTH CAROLINA,CORN,142.0
584,2014,NORTH CAROLINA,CORN,132.0
585,2015,NORTH CAROLINA,CORN,113.0
586,2016,NORTH CAROLINA,CORN,129.0
587,2017,NORTH CAROLINA,CORN,142.0
588,2018,NORTH CAROLINA,CORN,113.0
589,2019,NORTH CAROLINA,CORN,111.0
590,2020,NORTH CAROLINA,CORN,113.0
591,2021,NORTH CAROLINA,CORN,149.0
592,2022,NORTH CAROLINA,CORN,108.0
593,2000,NORTH DAKOTA,CORN,112.0
594,2001,NORTH DAKOTA,CORN,115.0
595,2002,NORTH DAKOTA,CORN,114.0
596,2003,NORTH DAKOTA,CORN,112.0
597,2004,NORTH DAKOTA,CORN,105.0
598,2005,NORTH DAKOTA,CORN,129.0
599,2006,NORTH DAKOTA,CORN,111.0
600,2007,NORTH DAKOTA,CORN,116.0
601,2008,NORTH DAKOTA,CORN,124.0
602,2009,NORTH DAKOTA,CORN,115.0
603,2010,NORTH DAKOTA,CORN,132.0
604,2011,NORTH DAKOTA,CORN,105.0
605,2012,NORTH DAKOTA,CORN,122.0
606,2013,NORTH DAKOTA,CORN,110.0
607,2014,NORTH DAKOTA,CORN,124.0
608,2015,NORTH DAKOTA,CORN,128.0
609,2016,NORTH DAKOTA,CORN,158.0
610,2017,NORTH DAKOTA,CORN,139.0
611,2018,NORTH DAKOTA,CORN,153.0
612,2019,NORTH DAKOTA,CORN,131.0
613,2020,NORTH DAKOTA,CORN,139.0
614,2021,NORTH DAKOTA,CORN,105.0
615,2022,NORTH DAKOTA,CORN,145.0
616,2000,OHIO,CORN,147.0
617,2001,OHIO,CORN,138.0
618,2002,OHIO,CORN,89.0
619,2003,OHIO,CORN,156.0
620,2004,OHIO,CORN,158.0
621,2005,OHIO,CORN,143.0
622,2006,OHIO,CORN,159.0
623,2007,OHIO,CORN,150.0
624,2008,OHIO,CORN,131.0
625,2009,OHIO,CORN,171.0
626,2010,OHIO,CORN,160.0
627,2011,OHIO,CORN,153.0
628,2012,OHIO,CORN,120.0
629,2013,OHIO,CORN,174.0
630,2014,OHIO,CORN,176.0
631,2015,OHIO,CORN,153.0
632,2016,OHIO,CORN,159.0
633,2017,OHIO,CORN,177.0
634,2018,OHIO,CORN,187.0
635,2019,OHIO,CORN,164.0
636,2020,OHIO,CORN,171.0
637,2021,OHIO,CORN,193.0
638,2022,OHIO,CORN,190.0
639,2000,OKLAHOMA,CORN,140.0
640,2001,OKLAHOMA,CORN,125.0
641,2002,OKLAHOMA,CORN,130.0
642,2003,OKLAHOMA,CORN,125.0
643,2004,OKLAHOMA,CORN,150.0
644,2005,OKLAHOMA,CORN,115.0
645,2006,OKLAHOMA,CORN,105.0
646,2007,OKLAHOMA,CORN,145.0
647,2008,OKLAHOMA,CORN,110.0
648,2009,OKLAHOMA,CORN,105.0
649,2010,OKLAHOMA,CORN,128.0
650,2011,OKLAHOMA,CORN,92.0
651,2012,OKLAHOMA,CORN,110.0
652,2013,OKLAHOMA,CORN,145.0
653,2014,OKLAHOMA,CORN,147.0
654,2015,OKLAHOMA,CORN,129.0
655,2016,OKLAHOMA,CORN,121.0
656,2017,OKLAHOMA,CORN,126.0
657,2018,OKLAHOMA,CORN,134.0
658,2019,OKLAHOMA,CORN,137.0
659,2020,OKLAHOMA,CORN,135.0
660,2021,OKLAHOMA,CORN,150.0
661,2022,OKLAHOMA,CORN,130.0
662,2000,OREGON,CORN,180.0
663,2001,OREGON,CORN,140.0
664,2002,OREGON,CORN,160.0
665,2003,OREGON,CORN,170.0
666,2004,OREGON,CORN,170.0
667,2005,OREGON,CORN,160.0
668,2006,OREGON,CORN,180.0
669,2007,OREGON,CORN,200.0
670,2008,OREGON,CORN,195.0
671,2009,OREGON,CORN,215.0
672,2010,OREGON,CORN,200.0
673,2011,OREGON,CORN,215.0
674,2012,OREGON,CORN,205.0
675,2013,OREGON,CORN,188.0
676,2014,OREGON,CORN,190.0
677,2015,OREGON,CORN,188.0
678,2016,OREGON,CORN,230.0
679,2017,OREGON,CORN,212.0
