,YEAR,STATE,COMMODITY,YIELD
428,2010,TEXAS,CORN,144
429,2011,TEXAS,CORN,91
430,2012,TEXAS,CORN,129
431,2013,TEXAS,CORN,136
432,2014,TEXAS,CORN,148
433,2015,TEXAS,CORN,135
434,2017,TEXAS,CORN,140
435,2018,TEXAS,CORN,108
436,2019,TEXAS,CORN,133
437,2020,TEXAS,CORN,128
438,2021,TEXAS,CORN,128
439,2022,TEXAS,CORN,120
441,2001,UTAH,CORN,142
442,2002,UTAH,CORN,142
443,2003,UTAH,CORN,155
444,2004,UTAH,CORN,155
445,2005,UTAH,CORN,163
446,2006,UTAH,CORN,157
447,2007,UTAH,CORN,150
448,2008,UTAH,CORN,157
449,2009,UTAH,CORN,150
450,2010,UTAH,CORN,178
451,2011,UTAH,CORN,164
452,2012,UTAH,CORN,167
453,2013,UTAH,CORN,170
454,2014,UTAH,CORN,160
455,2015,UTAH,CORN,173
456,2017,UTAH,CORN,176
457,2018,UTAH,CORN,182
458,2019,UTAH,CORN,143
459,2020,UTAH,CORN,149
460,2021,UTAH,CORN,179
461,2022,UTAH,CORN,179
463,2001,VIRGINIA,CORN,123
464,2002,VIRGINIA,CORN,68
465,2003,VIRGINIA,CORN,115
466,2004,VIRGINIA,CORN,145
467,2005,VIRGINIA,CORN,118
468,2006,VIRGINIA,CORN,120
469,2007,VIRGINIA,CORN,86
470,2008,VIRGINIA,CORN,108
471,2009,VIRGINIA,CORN,131
472,2010,VIRGINIA,CORN,67
473,2011,VIRGINIA,CORN,118
474,2012,VIRGINIA,CORN,103
475,2013,VIRGINIA,CORN,154
476,2014,VIRGINIA,CORN,145
477,2015,VIRGINIA,CORN,161
478,2017,VIRGINIA,CORN,140
479,2018,VIRGINIA,CORN,146
480,2019,VIRGINIA,CORN,144
481,2020,VIRGINIA,CORN,122
482,2021,VIRGINIA,CORN,160
483,2022,VIRGINIA,CORN,160
485,2001,WASHINGTON,CORN,190
486,2002,WASHINGTON,CORN,190
487,2003,WASHINGTON,CORN,195
488,2004,WASHINGTON,CORN,200
489,2005,WASHINGTON,CORN,205
490,2006,WASHINGTON,CORN,210
491,2007,WASHINGTON,CORN,210
492,2008,WASHINGTON,CORN,205
493,2009,WASHINGTON,CORN,215
494,2010,WASHINGTON,CORN,205
495,2011,WASHINGTON,CORN,225
496,2012,WASHINGTON,CORN,215
497,2013,WASHINGTON,CORN,215
498,2014,WASHINGTON,CORN,215
499,2015,WASHINGTON,CORN,215
500,2017,WASHINGTON,CORN,225
501,2018,WASHINGTON,CORN,220
502,2019,WASHINGTON,CORN,237
503,2020,WASHINGTON,CORN,228
504,2021,WASHINGTON,CORN,248
505,2022,WASHINGTON,CORN,255
507,2001,WISCONSIN,CORN,127
508,2002,WISCONSIN,CORN,135
509,2003,WISCONSIN,CORN,129
510,2004,WISCONSIN,CORN,136
511,2005,WISCONSIN,CORN,148
512,2006,WISCONSIN,CORN,143
513,2007,WISCONSIN,CORN,135
514,2008,WISCONSIN,CORN,137
515,2009,WISCONSIN,CORN,153
516,2010,WISCONSIN,CORN,162
517,2011,WISCONSIN,CORN,155
518,2012,WISCONSIN,CORN,120
519,2013,WISCONSIN,CORN,145
520,2014,WISCONSIN,CORN,156
521,2015,WISCONSIN,CORN,164
522,2017,WISCONSIN,CORN,174
523,2018,WISCONSIN,CORN,172
524,2019,WISCONSIN,CORN,166
525,2020,WISCONSIN,CORN,173
526,2021,WISCONSIN,CORN,180
527,2022,WISCONSIN,CORN,185
529,2001,WYOMING,CORN,125
530,2002,WYOMING,CORN,119
531,2003,WYOMING,CORN,129
532,2004,WYOMING,CORN,131
533,2005,WYOMING,CORN,140
534,2006,WYOMING,CORN,129
535,2007,WYOMING,CORN,129
536,2008,WYOMING,CORN,134
537,2009,WYOMING,CORN,140
538,2010,WYOMING,CORN,123
539,2011,WYOMING,CORN,130
540,2012,WYOMING,CORN,142
541,2013,WYOMING,CORN,127
542,2014,WYOMING,CORN,138
543,2015,WYOMING,CORN,159
544,2017,WYOMING,CORN,155
545,2018,WYOMING,CORN,164
546,2019,WYOMING,CORN,123
547,2020,WYOMING,CORN,122
548,2021,WYOMING,CORN,132
549,2022,WYOMING,CORN,132
